<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<PRICE>,<TOTAL>,,
23.09.2020,16:15:00,114130,115268,108057,114395,85,"112962,5","9601812,5",,
23.09.2020,16:16:00,109209,115222,107948,115222,77,"111900,25","8616319,25",,
23.09.2020,16:17:00,108390,115254,107956,110311,15,"110477,75","1657166,25",,
23.09.2020,16:18:00,109875,115184,108044,108366,29,"110367,25","3200650,25",,
23.09.2020,16:19:00,109931,115061,107928,112782,7,"111425,5","779978,5",,
23.09.2020,16:20:00,110461,115169,108083,111926,28,"111409,75",3119473,,
23.09.2020,16:21:00,109927,115160,108161,108161,36,"110352,25",3972681,,
23.09.2020,16:22:00,114620,115089,108000,109249,43,"111739,5","4804798,5",,
23.09.2020,16:23:00,114766,115292,108026,109023,27,"111776,75","3017972,25",,
23.09.2020,16:24:00,109833,115202,107938,112749,1,"111430,5","111430,5",,
23.09.2020,16:25:00,114997,115174,107927,109536,66,"111908,5",7385961,,
23.09.2020,16:26:00,109683,115276,107913,108022,27,"110223,5","2976034,5",,
23.09.2020,16:27:00,113895,115054,108279,114207,12,"112858,75",1354305,,
23.09.2020,16:28:00,108052,115183,107983,111546,87,110691,9630117,,
23.09.2020,16:29:00,112809,115298,107945,113283,2,"112333,75","224667,5",,
23.09.2020,16:30:00,114515,115205,107904,108772,31,111599,3459569,,
23.09.2020,16:32:00,114565,115045,108001,111177,71,112197,7965987,,
23.09.2020,16:33:00,110560,115142,107944,114863,29,"112127,25","3251690,25",,
23.09.2020,16:34:00,114434,115208,107996,114183,8,"112955,25",903642,,
23.09.2020,16:35:00,110340,115271,107932,110567,26,"111027,5",2886715,,
23.09.2020,16:36:00,114688,115000,108242,108242,90,111543,10038870,,
23.09.2020,16:37:00,111134,115285,107926,108225,65,"110642,5","7191762,5",,
23.09.2020,16:38:00,108033,115293,107977,114337,28,111410,3119480,,
23.09.2020,16:39:00,109562,115238,107929,114026,90,"111688,75","10051987,5",,
23.09.2020,16:40:00,109197,115211,108066,108437,47,"110227,75","5180704,25",,
23.09.2020,16:41:00,112992,115243,108538,109236,58,"111502,25","6467130,5",,
23.09.2020,16:42:00,111867,115206,108032,109243,44,111087,4887828,,
23.09.2020,16:43:00,111205,115291,107950,111194,89,111410,9915490,,
23.09.2020,16:44:00,108030,115258,108030,108826,25,110036,2750900,,
23.09.2020,16:45:00,108495,115268,107933,112723,60,"111104,75",6666285,,
23.09.2020,16:46:00,114144,115281,107971,114057,70,"112863,25","7900427,5",,
23.09.2020,16:47:00,108422,115162,107916,108727,59,"110056,75","6493348,25",,
23.09.2020,16:48:00,112936,115078,108080,112102,29,112049,3249421,,
23.09.2020,16:49:00,112885,115261,107927,109614,40,"111421,75",4456870,,
23.09.2020,16:50:00,111103,114998,107905,114925,74,"112232,75","8305223,5",,
23.09.2020,16:51:00,113409,115243,107900,115067,89,"112904,75","10048522,75",,
23.09.2020,16:52:00,113537,115255,108358,110685,16,"111958,75",1791340,,
23.09.2020,16:53:00,109270,115290,108039,111930,72,"111132,25",8001522,,
23.09.2020,16:54:00,108416,115042,107973,113766,3,"111299,25","333897,75",,
23.09.2020,16:55:00,113164,114970,108011,109360,72,"111376,25",8019090,,
23.09.2020,16:56:00,111274,115262,107960,115102,10,"112399,5",1123995,,
23.09.2020,16:57:00,115145,115145,107915,110224,62,"112107,25","6950649,5",,
23.09.2020,16:58:00,110457,115262,107930,114314,66,"111990,75","7391389,5",,
23.09.2020,16:59:00,114215,115238,107975,107975,66,"111350,75","7349149,5",,
23.09.2020,17:00:00,113397,115286,107967,108498,43,111287,4785341,,
23.09.2020,17:01:00,114004,115205,107910,114135,28,"112813,5",3158778,,
23.09.2020,17:02:00,110811,115282,108120,108579,4,110698,442792,,
23.09.2020,17:03:00,114697,115245,107974,108254,96,"111542,5",10708080,,
23.09.2020,17:04:00,112491,115002,108064,108807,15,111091,1666365,,
23.09.2020,17:05:00,109968,115154,108029,114898,10,"112012,25","1120122,5",,
23.09.2020,17:06:00,114383,115298,107985,113092,89,"112689,5","10029365,5",,
23.09.2020,17:07:00,113154,115294,107996,112147,1,"112147,75","112147,75",,
23.09.2020,17:08:00,111578,115212,108084,110552,87,"111356,5","9688015,5",,
23.09.2020,17:09:00,114628,115152,107909,114811,64,113125,7240000,,
23.09.2020,17:10:00,114579,115234,107980,113953,48,"112936,5",5420952,,
23.09.2020,17:11:00,112572,115157,108276,108276,67,"111070,25","7441706,75",,
23.09.2020,17:12:00,113911,115279,107900,110235,77,"111831,25","8611006,25",,
23.09.2020,17:13:00,111170,114886,108351,112137,72,111636,8037792,,
23.09.2020,17:14:00,111034,115221,107979,112632,81,"111716,5","9049036,5",,
23.09.2020,17:15:00,114577,115246,108027,109059,57,"111727,25","6368453,25",,
23.09.2020,17:16:00,108576,115215,107939,114897,82,"111656,75","9155853,5",,
23.09.2020,17:17:00,112865,115112,107979,107979,19,"110983,75","2108691,25",,
23.09.2020,17:18:00,110293,115280,108066,115255,82,"112223,5",9202327,,
23.09.2020,17:19:00,109934,115285,107912,114544,4,"111918,75",447675,,
23.09.2020,17:20:00,110227,115282,108023,108113,95,"110411,25","10489068,75",,
23.09.2020,17:21:00,112073,115282,108311,110953,79,"111654,75","8820725,25",,
23.09.2020,17:22:00,111693,115282,107960,114860,15,"112448,75","1686731,25",,
23.09.2020,17:23:00,110217,114932,107981,113982,2,111778,223556,,
23.09.2020,17:24:00,109441,115019,107955,113401,71,111454,7913234,,
23.09.2020,17:25:00,111758,115068,107942,111204,91,111493,10145863,,
23.09.2020,17:26:00,112488,115262,107937,108185,56,110968,6214208,,
23.09.2020,17:27:00,109521,115183,108143,111498,21,"111086,25","2332811,25",,
23.09.2020,17:28:00,108867,115221,107911,108111,89,"110027,5","9792447,5",,
23.09.2020,17:29:00,114052,115132,107961,111024,90,"112042,25","10083802,5",,
23.09.2020,17:30:00,112336,115107,107980,114265,37,112422,4159614,,
23.09.2020,17:31:00,110607,115162,107934,111924,39,"111406,75","4344863,25",,
23.09.2020,17:32:00,111095,115187,107947,111859,96,111522,10706112,,
23.09.2020,17:33:00,114017,115286,107903,108717,25,"111480,75","2787018,75",,
23.09.2020,17:34:00,108734,115008,108061,113235,90,"111259,5",10013355,,
23.09.2020,17:35:00,110645,115162,108014,112001,17,"111455,5","1894743,5",,
23.09.2020,17:36:00,114137,115274,107915,112009,59,"112333,75","6627691,25",,
23.09.2020,17:37:00,108271,115224,107928,112868,37,"111072,75","4109691,75",,
23.09.2020,17:38:00,111314,115250,108008,114587,74,"112289,75","8309441,5",,
23.09.2020,17:39:00,114587,115138,107940,112604,59,"112567,25","6641467,75",,
23.09.2020,17:40:00,111745,115190,108008,114788,69,"112432,75","7757859,75",,
23.09.2020,17:41:00,112401,115282,108240,110091,28,"111503,5",3122098,,
23.09.2020,17:42:00,113937,115275,108002,109148,38,"111590,5",4240439,,
23.09.2020,17:43:00,111359,115272,107922,109613,23,"111041,5","2553954,5",,
23.09.2020,17:44:00,109080,115167,108492,113779,47,"111629,5","5246586,5",,
23.09.2020,17:45:00,112935,115222,107918,113608,94,"112420,75","10567550,5",,
23.09.2020,17:46:00,111974,115187,107988,112674,90,"111955,75","10076017,5",,
23.09.2020,17:47:00,111061,115236,108002,114511,28,"112202,5",3141670,,
23.09.2020,17:48:00,112246,115273,108060,108801,82,111095,9109790,,
23.09.2020,17:49:00,110767,115227,107912,108890,74,110699,8191726,,
23.09.2020,17:50:00,112389,115250,107945,111881,54,"111866,25","6040777,5",,
23.09.2020,17:51:00,109983,115220,107932,115138,36,"112068,25",4034457,,
23.09.2020,17:52:00,111935,115207,107906,111759,35,"111701,75","3909561,25",,
23.09.2020,17:53:00,110592,115208,108101,115054,19,"112238,75","2132536,25",,
23.09.2020,17:54:00,114093,115045,107949,114899,26,"112996,5",2937909,,
23.09.2020,17:55:00,113525,114868,108009,113256,76,"112414,5",8543502,,
23.09.2020,17:56:00,109152,115289,107944,114679,37,111766,4135342,,
23.09.2020,17:57:00,110388,115188,107945,110998,56,"111129,75",6223266,,
23.09.2020,17:58:00,110604,115208,107982,109351,63,"110786,25","6979533,75",,
23.09.2020,17:59:00,108818,115035,107946,110000,81,"110449,75","8946429,75",,
23.09.2020,18:00:00,111423,115237,108027,113538,37,"112056,25","4146081,25",,
23.09.2020,18:01:00,114516,115190,107941,113139,82,"112696,5",9241113,,
23.09.2020,18:02:00,110416,115149,108369,114842,73,112194,8190162,,
23.09.2020,18:03:00,112181,115254,108056,114899,40,"112597,5",4503900,,
23.09.2020,18:04:00,111628,115215,107922,114497,5,"112315,5","561577,5",,
23.09.2020,18:05:00,114989,115237,108258,110753,63,"112309,25","7075482,75",,
23.09.2020,18:06:00,108702,115129,107938,112798,56,"111141,75",6223938,,
23.09.2020,18:07:00,112662,115193,108035,115193,78,"112770,75","8796118,5",,
23.09.2020,18:08:00,107987,114938,107987,111579,65,"110622,75","7190478,75",,
23.09.2020,18:09:00,112156,114558,107926,113060,10,111925,1119250,,
23.09.2020,18:10:00,111536,115064,107949,113874,72,"112105,75",8071614,,
23.09.2020,18:11:00,114654,114857,107944,113708,36,"112790,75",4060467,,
23.09.2020,18:12:00,109347,115283,107931,109766,76,"110581,75",8404213,,
23.09.2020,18:13:00,112471,115281,107922,112923,23,"112149,25","2579432,75",,
23.09.2020,18:14:00,113542,115030,108015,114720,59,"112826,75","6656778,25",,
23.09.2020,18:15:00,113444,115286,108125,112372,98,"112306,75","11006061,5",,
23.09.2020,18:16:00,109049,115291,107909,113901,36,"111537,5",4015350,,
23.09.2020,18:17:00,110251,114941,107969,109873,67,"110758,5","7420819,5",,
23.09.2020,18:18:00,114810,115201,107902,110488,63,"112100,25","7062315,75",,
23.09.2020,18:19:00,108534,114941,107923,109714,1,110278,110278,,
23.09.2020,18:20:00,111800,115232,108144,114420,22,112399,2472778,,
23.09.2020,18:21:00,108373,115260,107915,111122,63,"110667,5","6972052,5",,
23.09.2020,18:22:00,112506,115286,107959,113952,15,"112425,75","1686386,25",,
23.09.2020,18:23:00,112676,115142,107994,108640,48,111113,5333424,,
23.09.2020,18:24:00,107978,115113,107945,112885,15,"110980,25","1664703,75",,
23.09.2020,18:25:00,113709,115065,108122,111123,6,"112004,75","672028,5",,
23.09.2020,18:26:00,112907,115259,107960,112634,92,112190,10321480,,
23.09.2020,18:27:00,108953,115235,107927,114167,22,"111570,5",2454551,,
23.09.2020,18:28:00,109050,115030,107939,109698,43,"110429,25","4748457,75",,
23.09.2020,18:29:00,111939,115223,107903,111690,15,"111688,75","1675331,25",,
23.09.2020,18:30:00,110722,115265,108011,111391,48,"111347,25",5344668,,
23.09.2020,18:31:00,114048,115171,108377,114476,39,113018,4407702,,
23.09.2020,18:32:00,109918,115290,108082,114776,65,"112016,5","7281072,5",,
23.09.2020,18:33:00,113810,114908,108212,112982,13,112478,1462214,,
23.09.2020,18:34:00,108182,115228,107911,110945,74,"110566,5",8181921,,
23.09.2020,18:35:00,110302,115070,108001,108436,34,"110452,25","3755376,5",,
23.09.2020,18:36:00,113208,115080,107962,113334,87,112396,9778452,,
23.09.2020,18:37:00,113867,115251,107934,112916,61,112492,6862012,,
23.09.2020,18:38:00,111796,115271,107998,111976,23,"111760,25","2570485,75",,
23.09.2020,18:39:00,113786,115115,108041,111528,69,"112117,5","7736107,5",,
23.09.2020,18:40:00,113834,115290,107911,108957,62,111498,6912876,,
23.09.2020,18:41:00,113707,115260,108217,114786,17,"112992,5","1920872,5",,
23.09.2020,18:42:00,110335,115289,107928,113278,50,"111707,5",5585375,,
23.09.2020,18:43:00,108727,115288,108086,114507,44,111652,4912688,,
23.09.2020,18:44:00,112814,115187,107911,113389,65,"112325,25","7301141,25",,
23.09.2020,18:45:00,114565,115076,108144,113703,40,112872,4514880,,
23.09.2020,18:46:00,108176,115292,108001,109493,41,"110240,5","4519860,5",,
23.09.2020,18:47:00,113299,115110,108480,111965,5,"112213,5","561067,5",,
23.09.2020,18:48:00,108407,115132,108073,111704,39,110829,4322331,,
23.09.2020,18:49:00,114869,115133,108154,109334,47,"111872,5","5258007,5",,
23.09.2020,18:50:00,111171,115285,107901,114346,35,"112175,75","3926151,25",,
23.09.2020,18:51:00,114082,115176,107975,114204,11,"112859,25","1241451,75",,
23.09.2020,18:52:00,112687,115293,108158,110814,66,111738,7374708,,
23.09.2020,18:53:00,109114,115131,108150,112587,91,"111245,5","10123340,5",,
23.09.2020,18:54:00,110528,115106,108232,112013,91,"111469,75","10143747,25",,
23.09.2020,18:55:00,113787,115231,107949,113520,2,"112621,75","225243,5",,
23.09.2020,18:56:00,114402,115226,108132,109537,3,"111824,25","335472,75",,
23.09.2020,18:57:00,114198,114894,107995,114435,12,"112880,5",1354566,,
23.09.2020,18:58:00,111177,115246,108132,110927,42,"111370,5",4677561,,
23.09.2020,18:59:00,114205,115299,108010,111151,13,"112166,25","1458161,25",,
23.09.2020,19:00:00,108022,115101,108022,109096,40,"110060,25",4402410,,
23.09.2020,19:01:00,113001,115191,108024,110011,68,"111556,75",7585859,,
23.09.2020,19:02:00,109828,115200,108174,112026,79,111307,8793253,,
23.09.2020,19:03:00,113290,115264,107936,113933,14,"112605,75","1576480,5",,
23.09.2020,19:04:00,110872,115111,108022,114657,32,"112165,5",3589296,,
23.09.2020,19:05:00,108827,115065,108115,109233,11,110310,1213410,,
23.09.2020,19:06:00,109269,115209,108045,109540,88,"110515,75",9725386,,
23.09.2020,19:07:00,109460,115298,108102,114070,10,"111732,5",1117325,,
23.09.2020,19:08:00,112409,115191,107954,108982,83,111134,9224122,,
23.09.2020,19:09:00,114626,115131,108000,111601,46,"112339,5",5167617,,
23.09.2020,19:10:00,109446,115214,107966,112557,22,"111295,75","2448506,5",,
23.09.2020,19:11:00,109525,115253,107902,112945,97,"111406,25","10806406,25",,
23.09.2020,19:12:00,111494,115276,108012,114426,41,112302,4604382,,
23.09.2020,19:13:00,110136,115288,107910,109091,69,"110606,25","7631831,25",,
23.09.2020,19:14:00,114142,115215,108016,109962,59,"111833,75","6598191,25",,
23.09.2020,19:15:00,109541,115177,107930,114809,7,"111864,25","783049,75",,
23.09.2020,19:16:00,112981,115171,107903,110839,39,"111723,5","4357216,5",,
23.09.2020,19:17:00,109631,115295,108007,114722,13,"111913,75","1454878,75",,
23.09.2020,19:18:00,111110,115046,107976,109069,65,"110800,25","7202016,25",,
23.09.2020,19:19:00,111892,115174,107991,109360,71,"111104,25","7888401,75",,
23.09.2020,19:20:00,114153,115257,107900,111304,42,"112153,5",4710447,,
23.09.2020,19:21:00,113666,115247,107917,111431,19,"112065,25","2129239,75",,
23.09.2020,19:22:00,113565,115212,107988,111797,52,"112140,5",5831306,,
23.09.2020,19:23:00,109811,115152,107911,113683,72,"111639,25",8038026,,
23.09.2020,19:24:00,113159,115171,107909,109750,74,"111497,25","8250796,5",,
23.09.2020,19:25:00,112468,115191,108065,111608,91,111833,10176803,,
23.09.2020,19:26:00,114502,115217,107938,112313,31,"112492,5","3487267,5",,
23.09.2020,19:27:00,110347,115278,107912,112692,80,"111557,25",8924580,,
23.09.2020,19:28:00,109048,115226,107952,108742,58,110242,6394036,,
23.09.2020,19:29:00,114257,115265,108148,114885,1,"113138,75","113138,75",,
23.09.2020,19:30:00,110089,115201,107941,114921,22,112038,2464836,,
23.09.2020,19:31:00,112467,115289,108128,108128,74,111003,8214222,,
23.09.2020,19:32:00,109102,115215,108117,111659,86,"111023,25","9547999,5",,
23.09.2020,19:33:00,109514,115232,107931,112027,13,111176,1445288,,
23.09.2020,19:34:00,113354,114864,107930,110268,53,111604,5915012,,
23.09.2020,19:35:00,108605,115285,107969,114605,5,111616,558080,,
23.09.2020,19:36:00,111833,115264,108248,115156,80,"112625,25",9010020,,
23.09.2020,19:37:00,110075,115202,108144,108558,70,"110494,75","7734632,5",,
23.09.2020,19:38:00,109809,115235,107917,109421,30,"110595,5",3317865,,
23.09.2020,19:39:00,114510,115252,108405,113814,3,"112995,25","338985,75",,
23.09.2020,19:40:00,111899,115278,107940,111518,66,"111658,75","7369477,5",,
23.09.2020,19:41:00,108368,115213,108130,111656,19,"110841,75","2105993,25",,
23.09.2020,19:42:00,111760,115045,107951,113258,77,"112003,5","8624269,5",,
23.09.2020,19:43:00,110687,115189,108049,114457,10,"112095,5",1120955,,
23.09.2020,19:44:00,114879,115266,107950,109178,84,"111818,25",9392733,,
23.09.2020,19:45:00,112414,115243,107953,110202,97,111453,10810941,,
23.09.2020,19:46:00,115068,115207,108036,108492,91,"111700,75","10164768,25",,
23.09.2020,19:47:00,111876,115271,108154,108585,23,"110971,5","2552344,5",,
23.09.2020,19:48:00,112579,115245,107947,113486,56,"112314,25",6289598,,
23.09.2020,19:49:00,111883,115225,107949,109900,70,"111239,25","7786747,5",,
23.09.2020,19:50:00,110102,115298,108036,111334,75,"111192,5","8339437,5",,
23.09.2020,19:52:00,110311,115282,108034,108037,62,110416,6845792,,
23.09.2020,19:53:00,108472,114670,107912,109334,23,110097,2532231,,
23.09.2020,19:54:00,115001,115206,107937,111007,26,"112287,75","2919481,5",,
23.09.2020,19:55:00,113139,115174,107904,108625,74,"111210,5",8229577,,
23.09.2020,19:56:00,114350,115296,107985,111273,93,112226,10437018,,
23.09.2020,19:57:00,111214,115135,107977,113291,92,"111904,25",10295191,,
23.09.2020,19:58:00,110652,115207,107953,115083,18,"112223,75","2020027,5",,
23.09.2020,19:59:00,113905,115251,107910,114275,48,"112835,25",5416092,,
23.09.2020,20:00:00,114364,115227,108073,113277,58,"112735,25","6538644,5",,
24.09.2020,10:00:00,108890,115209,107970,109404,18,"110368,25","1986628,5",,
24.09.2020,10:01:00,112298,115271,107948,114625,57,"112535,5","6414523,5",,
24.09.2020,10:02:00,108593,115191,107966,109432,34,"110295,5",3750047,,
24.09.2020,10:03:00,110998,115208,108299,108779,86,110821,9530606,,
24.09.2020,10:04:00,114220,115291,107966,109041,42,"111629,5",4688439,,
24.09.2020,10:05:00,108213,115265,107916,110754,18,110537,1989666,,
24.09.2020,10:06:00,108830,115252,108429,112802,18,"111328,25","2003908,5",,
24.09.2020,10:07:00,111198,115249,108198,111574,57,"111554,75","6358620,75",,
24.09.2020,10:08:00,112245,115278,108094,113349,75,"112241,5","8418112,5",,
24.09.2020,10:09:00,112364,115158,108314,114108,88,112486,9898768,,
24.09.2020,10:10:00,109421,115038,107920,109887,43,"110566,5","4754359,5",,
24.09.2020,10:11:00,108577,115113,108008,109214,93,110228,10251204,,
24.09.2020,10:12:00,114513,115291,107993,114843,25,113160,2829000,,
24.09.2020,10:13:00,112980,114944,107956,110580,68,111615,7589820,,
24.09.2020,10:14:00,114777,114777,107931,109888,37,"111843,25","4138200,25",,
24.09.2020,10:15:00,109094,115278,107909,110813,95,"110773,5","10523482,5",,
24.09.2020,10:16:00,108363,115083,108076,108493,85,"110003,75","9350318,75",,
24.09.2020,10:17:00,108194,115281,108009,114722,74,"111551,5",8254811,,
24.09.2020,10:18:00,111267,115095,107981,110115,58,"111114,5",6444641,,
24.09.2020,10:19:00,108963,115283,108128,109120,32,"110373,5",3531952,,
24.09.2020,10:20:00,112503,114931,107922,114713,16,"112517,25",1800276,,
24.09.2020,10:21:00,114944,115266,108345,110968,40,"112380,75",4495230,,
24.09.2020,10:22:00,110977,114931,107901,114291,47,112025,5265175,,
24.09.2020,10:23:00,113877,115260,107956,111305,28,"112099,5",3138786,,
24.09.2020,10:24:00,114466,114991,108073,111561,34,"112272,75","3817273,5",,
24.09.2020,10:25:00,113601,115242,107911,109923,37,"111669,25","4131762,25",,
24.09.2020,10:26:00,109297,115171,108244,112402,30,"111278,5",3338355,,
24.09.2020,10:27:00,111501,115267,108039,113519,88,"112081,5",9863172,,
24.09.2020,10:28:00,112270,115274,107921,113906,34,"112342,75","3819653,5",,
24.09.2020,10:29:00,111117,115266,107969,115002,35,"112338,5","3931847,5",,
24.09.2020,10:30:00,107917,115278,107917,112813,79,"110981,25","8767518,75",,
24.09.2020,10:31:00,113642,114922,108024,114875,44,"112865,75",4966093,,
